Neighborhood-Latitude,Neighborhood-Longitude,Postal Code,Venue,Venue_Category,Venue_Latitude,Venue_Longitude,Count
43.6623015,-79.3894938,M7A,Hart House Gym,Gym,43.66417202442517,-79.39488839857401,1
43.6623015,-79.3894938,M7A,Tim Hortons,Coffee Shop,43.6594149,-79.3912214,1
43.6623015,-79.3894938,M7A,SUDS,Bar,43.65988035580764,-79.39471219966201,1
43.6623015,-79.3894938,M7A,Tim Hortons,Coffee Shop,43.6589062,-79.3886961,1
43.6623015,-79.3894938,M7A,Gallery Grill,Restaurant,43.663841,-79.394309,1
43.806686299999996,-79.19435340000001,M1B,Wendy’s,Fast Food Restaurant,43.80744841934756,-79.19905558052072,1
43.806686299999996,-79.19435340000001,M1B,Interprovincial Group,Print Shop,43.8056297,-79.2003784,1
43.745905799999996,-79.352188,M3B,Island Foods,Caribbean Restaurant,43.745866073988985,-79.34603533317939,1
43.745905799999996,-79.352188,M3B,Baretto Caffé,Café,43.74445646349851,-79.34645978471785,1
43.745905799999996,-79.352188,M3B,LA Fitness,Gym,43.74766522888878,-79.34707696065234,1
43.745905799999996,-79.352188,M3B,Gonoe Sushi,Japanese Restaurant,43.74573681959921,-79.34599119916211,1
43.745905799999996,-79.352188,M3B,Elite Basketball Camps,Athletics & Sports,43.748789728,-79.35422793,1
43.7063972,-79.309937,M4B,Jawny Bakers,Gastropub,43.705782646822,-79.31291304477831,1
43.7063972,-79.309937,M4B,East York Gymnastics,Gym / Fitness Center,43.710654,-79.309279,1
43.7063972,-79.309937,M4B,Shoppers Drug Mart,Pharmacy,43.705933,-79.312825,1
43.7063972,-79.309937,M4B,TD Canada Trust,Bank,43.705739883755946,-79.31227013468737,1
43.7063972,-79.309937,M4B,Pizza Pizza,Pizza Place,43.70515901620182,-79.31312955571528,1
43.7063972,-79.309937,M4B,Rise & Dine Eatery,Breakfast Spot,43.705769,-79.311638,1
43.7063972,-79.309937,M4B,Nostalgia,Café,43.706832771917064,-79.31178314223835,1
43.7063972,-79.309937,M4B,East York Animal Clinic,Pet Store,43.70592051370348,-79.3121958344716,1
43.7063972,-79.309937,M4B,St. Clair Ave E & O'Connor Dr,Intersection,43.70523283448301,-79.31327432821826,1
43.7063972,-79.309937,M4B,Venice Pizza,Pizza Place,43.70592051370348,-79.31395663414658,1
43.7063972,-79.309937,M4B,TKTO - Toronto Knife Throwing Organization,Athletics & Sports,43.7099660731501,-79.31341111891099,1
43.6571618,-79.37893709999999,M5B,UNIQLO ユニクロ,Clothing Store,43.65591027779457,-79.38064099181345,1
43.6571618,-79.37893709999999,M5B,Silver Snail Comics,Comic Shop,43.65703137958407,-79.38140310220501,1
43.6571618,-79.37893709999999,M5B,DAVIDsTEA,Tea Room,43.65697339589283,-79.38103961039258,1
43.6571618,-79.37893709999999,M5B,Blaze Pizza,Pizza Place,43.656518,-79.380015,1
43.6571618,-79.37893709999999,M5B,Burrito Boyz,Burrito Place,43.656265264409015,-79.37834318376771,1
43.6571618,-79.37893709999999,M5B,Page One Cafe,Café,43.65777161112601,-79.3760725691681,1
43.6571618,-79.37893709999999,M5B,Jazz Bistro,Music Venue,43.65567828473835,-79.37927565514764,1
43.6571618,-79.37893709999999,M5B,Yonge-Dundas Square,Plaza,43.65605389742188,-79.38049504264389,1
43.6571618,-79.37893709999999,M5B,Ed Mirvish Theatre,Theater,43.655101567321054,-79.37976762131545,1
43.6571618,-79.37893709999999,M5B,The Black Canary Espresso Bar,Café,43.65702925121356,-79.38138512728051,1
43.6571618,-79.37893709999999,M5B,Salad King,Thai Restaurant,43.65760101432665,-79.38161963017174,1
43.6571618,-79.37893709999999,M5B,Banh Mi Boys,Sandwich Place,43.659292,-79.381949,1
43.6571618,-79.37893709999999,M5B,Samsung Experience Store (Eaton Centre),Electronics Store,43.65564777812532,-79.3810108074576,1
43.6571618,-79.37893709999999,M5B,Ryerson Athletics Centre,College Rec Center,43.65843443942876,-79.37929610991361,1
43.6571618,-79.37893709999999,M5B,Five Guys,Burger Joint,43.657116518476315,-79.38085267976494,1
43.6571618,-79.37893709999999,M5B,306 Yonge Street - Jordan Store,Sporting Goods Shop,43.65649471160899,-79.38101531134684,1
43.6571618,-79.37893709999999,M5B,Tokyo Smoke,Coffee Shop,43.65723,-79.38087,1
43.6571618,-79.37893709999999,M5B,CF Toronto Eaton Centre,Shopping Mall,43.654540112988535,-79.38067738352993,1
43.6571618,-79.37893709999999,M5B,Nordstrom,Clothing Store,43.655041,-79.3809665,1
43.6571618,-79.37893709999999,M5B,Oakham Café,Café,43.658077944767534,-79.37831497990125,1
43.6571618,-79.37893709999999,M5B,BMV Books,Bookstore,43.657047061091596,-79.38166061431659,1
43.6571618,-79.37893709999999,M5B,The Queen and Beaver Public House,Gastropub,43.65747228208784,-79.38352412327917,1
43.6571618,-79.37893709999999,M5B,Ryerson Image Centre,Art Gallery,43.65752337161094,-79.37945958709186,1
43.6571618,-79.37893709999999,M5B,Hokkaido Ramen Santouka らーめん山頭火,Ramen Restaurant,43.65643520293576,-79.37758637997793,1
43.6571618,-79.37893709999999,M5B,Hailed Coffee,Coffee Shop,43.65883296982352,-79.38368351986598,1
43.6571618,-79.37893709999999,M5B,Crepe Delicious,Fast Food Restaurant,43.654536488277245,-79.38088885547485,1
43.6571618,-79.37893709999999,M5B,Elgin And Winter Garden Theatres,Theater,43.653393796019586,-79.3785073962175,1
43.6571618,-79.37893709999999,M5B,Kinka Izakaya Original,Japanese Restaurant,43.66059636632361,-79.37889120754515,1
43.6571618,-79.37893709999999,M5B,Barberian's Steak House,Steakhouse,43.65775512925926,-79.38217741375935,1
43.6571618,-79.37893709999999,M5B,Solei Tanning Salon,Tanning Salon,43.654734082347616,-79.38024826065258,1
43.6571618,-79.37893709999999,M5B,Danish Pastry House,Bakery,43.654574,-79.38074,1
43.6571618,-79.37893709999999,M5B,The Grand Hotel & Suites Toronto,Hotel,43.65644901207743,-79.3741100180102,1
43.6571618,-79.37893709999999,M5B,The Senator Restaurant,Diner,43.65564091455335,-79.37919882575557,1
43.6571618,-79.37893709999999,M5B,Tim Hortons,Coffee Shop,43.656755,-79.380512,1
43.6571618,-79.37893709999999,M5B,Kabul Express,Middle Eastern Restaurant,43.65669146835466,-79.37664313658586,1
43.6571618,-79.37893709999999,M5B,JOEY Eaton Centre,New American Restaurant,43.6560936540828,-79.38187792357716,1
43.6571618,-79.37893709999999,M5B,The Elm Tree Restaurant,Modern European Restaurant,43.65739749535259,-79.38376054171513,1
43.6571618,-79.37893709999999,M5B,Chipotle Mexican Grill,Mexican Restaurant,43.65686,-79.38091,1
43.6571618,-79.37893709999999,M5B,Elmwood Spa,Spa,43.6577592341367,-79.38258620521141,1
43.6571618,-79.37893709999999,M5B,Second Cup,Coffee Shop,43.65602745564191,-79.38057491935326,1
43.709577,-79.44507259999999,M6B,R bakery,Bakery,43.70741964331273,-79.44312584563261,1
43.709577,-79.44507259999999,M6B,Miyako Sushi Restaurant,Japanese Restaurant,43.709111,-79.44393,1
43.709577,-79.44507259999999,M6B,"Chalker's Pub, Billiards and Bistro",Pub,43.705746734874204,-79.44237750652644,1
43.709577,-79.44507259999999,M6B,Pizza Nova,Pizza Place,43.707503883344074,-79.44314118823905,1
43.7845351,-79.16049709999999,M1C,Great Shine Window Cleaning,Home Service,43.7831452,-79.1574307,1
43.7845351,-79.16049709999999,M1C,Royal Canadian Legion,Bar,43.78253332838298,-79.16308473261682,1
43.72589970000001,-79.340923,M3C,Fitness Connection,Gym,43.72747286430573,-79.34170684305083,1
43.72589970000001,-79.340923,M3C,Sorento Restaurant,Italian Restaurant,43.72657509457231,-79.34198930569546,1
43.72589970000001,-79.340923,M3C,Oomomo,Discount Store,43.72642908913988,-79.34328336099873,1
43.72589970000001,-79.340923,M3C,Tilley Endurables,Clothing Store,43.72703319748601,-79.34292634000684,1
43.72589970000001,-79.340923,M3C,Swiss Chalet,Restaurant,43.726747353541775,-79.34162487001265,1
43.72589970000001,-79.340923,M3C,Skiis and Biikes,Bike Shop,43.726350918006425,-79.34297712786963,1
43.72589970000001,-79.340923,M3C,Just Hockey Source For Sports,Sporting Goods Shop,43.72709513128194,-79.34259061584578,1
43.72589970000001,-79.340923,M3C,Memories of Japan,Japanese Restaurant,43.727078,-79.340794,1
43.72589970000001,-79.340923,M3C,Japanese Canadian Cultural Centre,Art Gallery,43.726429,-79.334971,1
43.72589970000001,-79.340923,M3C,The Beer Store,Beer Store,43.7269871,-79.3414943,1
43.72589970000001,-79.340923,M3C,Tim Hortons,Coffee Shop,43.72289725323043,-79.33911703526974,1
43.72589970000001,-79.340923,M3C,Real Canadian Superstore,Supermarket,43.722704,-79.337508,1
43.72589970000001,-79.340923,M3C,Asian Legend,Dim Sum Restaurant,43.7265905030894,-79.34218786843495,1
43.72589970000001,-79.340923,M3C,Genghis Khan Mongolian Grill,Asian Restaurant,43.7269059862849,-79.34121626053623,1
43.72589970000001,-79.340923,M3C,GoodLife Fitness North York Don Mills and Eglinton,Gym,43.722704,-79.337508,1
43.72589970000001,-79.340923,M3C,The Beer Store,Beer Store,43.7227042,-79.3375083,1
43.72589970000001,-79.340923,M3C,Subway,Sandwich Place,43.72432189860479,-79.33685838010095,1
43.72589970000001,-79.340923,M3C,Harvey's,Restaurant,43.726602588537574,-79.34103479447748,1
43.72589970000001,-79.340923,M3C,Congee Star 帝王名粥,Chinese Restaurant,43.72658622416194,-79.34183343111253,1
43.72589970000001,-79.340923,M3C,Delimark Cafe,Coffee Shop,43.72753609649164,-79.33954737355866,1
43.72589970000001,-79.340923,M3C,Just Hockey,Sporting Goods Shop,43.72700002138394,-79.34250711829844,1
43.72589970000001,-79.340923,M3C,Anthony's Cafe,Café,43.723686667641005,-79.33670097370272,1
43.695343900000005,-79.3183887,M4C,East York Memorial Arena,Skating Rink,43.69722441688202,-79.31539709142582,1
43.695343900000005,-79.3183887,M4C,East York Curling Club,Curling Ice,43.69682672948465,-79.31365836861947,1
43.695343900000005,-79.3183887,M4C,The Beer Store,Beer Store,43.6937312,-79.3167591,1
43.695343900000005,-79.3183887,M4C,Stan Wadlow Park,Park,43.697835820584395,-79.31430328766514,1
43.695343900000005,-79.3183887,M4C,Dance Kids Canada,Dance Studio,43.69656332566334,-79.31738459562442,1
43.695343900000005,-79.3183887,M4C,East York Memorial Arena,Athletics & Sports,43.697623791570656,-79.31514515513003,1
43.695343900000005,-79.3183887,M4C,Shoppers Drug Mart,Pharmacy,43.699232,-79.319319,1
43.6514939,-79.3754179,M5C,GEORGE Restaurant,Restaurant,43.65334645635036,-79.3744449051126,1
43.6514939,-79.3754179,M5C,Gyu-Kaku Japanese BBQ,Japanese Restaurant,43.651422275497914,-79.37504693687086,1
43.6514939,-79.3754179,M5C,Fahrenheit Coffee,Coffee Shop,43.65238358726612,-79.37271903848271,1
43.6514939,-79.3754179,M5C,Crepe TO,Creperie,43.650063279511016,-79.37458664523871,1
43.6514939,-79.3754179,M5C,GoodLife Fitness Toronto 137 Yonge Street,Gym,43.651242,-79.378068,1
43.6514939,-79.3754179,M5C,Terroni,Italian Restaurant,43.650927,-79.375602,1
43.6514939,-79.3754179,M5C,Hogtown Smoke,Food Truck,43.64928693557788,-79.37468932637938,1
43.6514939,-79.3754179,M5C,Mystic Muffin,Middle Eastern Restaurant,43.652483550499326,-79.37265472845176,1
43.6514939,-79.3754179,M5C,Versus Coffee,Coffee Shop,43.65121343781903,-79.37523564828548,1
43.6514939,-79.3754179,M5C,Pearl Diver,Gastropub,43.651481290733734,-79.37359954211877,1
43.6514939,-79.3754179,M5C,Aveda Institute Toronto,Cosmetics Shop,43.65009640955562,-79.37362952211767,1
43.6514939,-79.3754179,M5C,Triple A Bar (AAA),BBQ Joint,43.65165840099557,-79.3727201723461,1
43.6514939,-79.3754179,M5C,The Poké Box,Poke Place,43.65046931503178,-79.37631703952829,1
43.6514939,-79.3754179,M5C,Beerbistro,Gastropub,43.64941904378835,-79.37723726034164,1
43.6514939,-79.3754179,M5C,Richmond Station,American Restaurant,43.65156872562108,-79.37926594000328,1
43.6514939,-79.3754179,M5C,Dineen Coffee,Café,43.650497,-79.378765,1
43.6514939,-79.3754179,M5C,Elgin And Winter Garden Theatres,Theater,43.653393796019586,-79.3785073962175,1
43.6514939,-79.3754179,M5C,The Omni King Edward Hotel,Hotel,43.64919051601911,-79.37600612640387,1
43.6514939,-79.3754179,M5C,St. Lawrence Market Plaza,Art Gallery,43.64916860422451,-79.37232987433548,1
43.6514939,-79.3754179,M5C,The George Street Diner,Diner,43.65297,-79.371467,1
43.6514939,-79.3754179,M5C,Craft Beer Market,Beer Bar,43.6498722789121,-79.37839828995996,1
43.6514939,-79.3754179,M5C,The Poet Cafe,Café,43.65063683072023,-79.37127573699792,1
43.6514939,-79.3754179,M5C,The Chase,New American Restaurant,43.650951982093595,-79.37942201983014,1
43.6514939,-79.3754179,M5C,Fresh On Front,Vegetarian / Vegan Restaurant,43.64781466405137,-79.3744527618627,1
43.6514939,-79.3754179,M5C,St. Lawrence Market (South Building),Farmers Market,43.64874320223593,-79.37159697627527,1
43.6514939,-79.3754179,M5C,deKEFIR,Ice Cream Shop,43.65043319523819,-79.37939324949957,1
43.6514939,-79.3754179,M5C,Sukhothai,Thai Restaurant,43.64848710249909,-79.37454735245633,1
43.6514939,-79.3754179,M5C,St. Lawrence Market (North Building),Farmers Market,43.64879290161719,-79.37194535820687,1
43.6514939,-79.3754179,M5C,D.W. Alexander,Cocktail Bar,43.64833304339161,-79.3738261420116,1
43.6514939,-79.3754179,M5C,HomeSense,Furniture / Home Store,43.6530533,-79.3794496,1
43.6514939,-79.3754179,M5C,Downtown Camera,Camera Store,43.653107,-79.37512,1
43.6514939,-79.3754179,M5C,Café Plenty,Café,43.6491179354577,-79.37831288380438,1
43.6514939,-79.3754179,M5C,Berczy Park,Park,43.64804835388851,-79.3751722909452,1
43.6514939,-79.3754179,M5C,The Works Gourmet Burger Bistro,Restaurant,43.648742,-79.374142,1
43.6514939,-79.3754179,M5C,Market Street Catch,Seafood Restaurant,43.64850142396483,-79.3718080237409,1
43.6514939,-79.3754179,M5C,Hudson's Bay,Department Store,43.652039815876805,-79.38039146122816,1
43.6514939,-79.3754179,M5C,Dog Fountain,Fountain,43.64799795147863,-79.37536096948996,1
43.6514939,-79.3754179,M5C,Garrison Bespoke,Tailor Shop,43.648102,-79.376334,1
43.6514939,-79.3754179,M5C,Mos Mos Coffee,Café,43.64815919753501,-79.37874450467258,1
43.6514939,-79.3754179,M5C,Stonemill Bread,Bakery,43.648668221542096,-79.37160962302049,1
43.6937813,-79.42819140000002,M6C,Cedarvale Park,Field,43.692534923091934,-79.42870527613704,1
43.6937813,-79.42819140000002,M6C,Cedarvale Ravine,Trail,43.690188230007266,-79.42610580222994,1
43.6937813,-79.42819140000002,M6C,Cedarvale Tennis Courts,Tennis Court,43.69274437001002,-79.43224439966453,1
43.6937813,-79.42819140000002,M6C,Phil White Arena,Hockey Arena,43.69130271699826,-79.43176051142332,1
43.6435152,-79.57720079999999,M9C,LCBO,Liquor Store,43.642098691959625,-79.5765915607928,1
43.6435152,-79.57720079999999,M9C,The Beer Store,Beer Store,43.6413126,-79.5769248,1
43.6435152,-79.57720079999999,M9C,Starbucks,Coffee Shop,43.641312,-79.576924,1
43.6435152,-79.57720079999999,M9C,Shoppers Drug Mart,Pharmacy,43.641312,-79.576924,1
43.6435152,-79.57720079999999,M9C,Pizza Hut,Pizza Place,43.64184465713319,-79.5765560607079,1
43.6435152,-79.57720079999999,M9C,Cafe Sympatico,Café,43.641820470953256,-79.57672066335874,1
43.6435152,-79.57720079999999,M9C,Burnhamthorpe Mall,Shopping Plaza,43.64174083240465,-79.57689075245096,1
43.6435152,-79.57720079999999,M9C,Hasty Market,Convenience Store,43.641870640831144,-79.5763695106309,1
43.6435152,-79.57720079999999,M9C,Pet Valu,Pet Store,43.64166745232465,-79.57704986776474,1
43.7635726,-79.1887115,M1E,RBC Royal Bank,Bank,43.76678992471017,-79.19115118872593,1
43.7635726,-79.1887115,M1E,G & G Electronics,Electronics Store,43.765309,-79.191537,1
43.7635726,-79.1887115,M1E,Sail Sushi,Restaurant,43.765951,-79.191275,1
43.7635726,-79.1887115,M1E,Big Bite Burrito,Mexican Restaurant,43.766299084470795,-79.19071980583941,1
43.7635726,-79.1887115,M1E,Enterprise Rent-A-Car,Rental Car Location,43.7640757,-79.1934057,1
43.7635726,-79.1887115,M1E,Woburn Medical Centre,Medical Center,43.766631153138455,-79.19228553771973,1
43.7635726,-79.1887115,M1E,Lawrence Ave E & Kingston Rd,Intersection,43.767704,-79.18949,1
43.7635726,-79.1887115,M1E,Eggsmart,Breakfast Spot,43.7678,-79.190466,1
43.67635739999999,-79.2930312,M4E,Glen Manor Ravine,Trail,43.67682094413784,-79.29394208780985,1
43.67635739999999,-79.2930312,M4E,The Big Carrot Natural Food Market,Health Food Store,43.678879,-79.297734,1
43.67635739999999,-79.2930312,M4E,Grover Pub and Grub,Pub,43.679181434941015,-79.29721535878515,1
43.67635739999999,-79.2930312,M4E,Upper Beaches,Neighborhood,43.68056321147582,-79.2928688743688,1
43.67635739999999,-79.2930312,M4E,Seaspray Restaurant,Asian Restaurant,43.678887885937094,-79.29816674246032,1
43.644770799999996,-79.3733064,M5E,The Keg Steakhouse + Bar - Esplanade,Restaurant,43.64671207408793,-79.37476761639118,1
43.644770799999996,-79.3733064,M5E,LCBO,Liquor Store,43.64294379917171,-79.37243989044406,1
43.644770799999996,-79.3733064,M5E,Fresh On Front,Vegetarian / Vegan Restaurant,43.64781466405137,-79.3744527618627,1
43.644770799999996,-79.3733064,M5E,Meridian Hall,Concert Hall,43.646292124205594,-79.37602179505662,1
43.644770799999996,-79.3733064,M5E,Goose Island Brewhouse,Beer Bar,43.64732926809359,-79.37354117631912,1
43.644770799999996,-79.3733064,M5E,Hockey Hall Of Fame (Hockey Hall of Fame),Museum,43.646974451431056,-79.37732323942681,1
43.644770799999996,-79.3733064,M5E,St. Lawrence Market (South Building),Farmers Market,43.64874320223593,-79.37159697627527,1
43.644770799999996,-79.3733064,M5E,D.W. Alexander,Cocktail Bar,43.64833304339161,-79.3738261420116,1
43.644770799999996,-79.3733064,M5E,Berczy Park,Park,43.64804835388851,-79.3751722909452,1
43.644770799999996,-79.3733064,M5E,Market Street Catch,Seafood Restaurant,43.64850142396483,-79.3718080237409,1
43.644770799999996,-79.3733064,M5E,Buster's Sea Cove,Seafood Restaurant,43.6484950904393,-79.37146231793892,1
